1,True,age
1,True,MED-Cardiovascular-agents
1,True,SYMPT-abdominal_pain___2
5,False,SYMPT-chest_pain___1
1,True,SYMPT-chest_pain___2
1,True,SYMPT-confusion_altered_mental_s___2
1,True,SYMPT-cough___1
1,True,SYMPT-cough___2
1,True,SYMPT-diarrhea___2
1,True,SYMPT-dizziness___1
1,True,SYMPT-dizziness___2
1,True,SYMPT-extremity_weakness_or_numb___1
1,True,SYMPT-extremity_weakness_or_numb___2
1,True,SYMPT-fatigue___1
1,True,SYMPT-fatigue___2
1,True,SYMPT-fever_38_0oc___1
1,True,SYMPT-fever_38_0oc___2
1,True,SYMPT-headache___1
1,True,SYMPT-headache___2
1,True,SYMPT-joint_pain_arthralgia___2
1,True,SYMPT-leg_swelling_edema___2
1,True,SYMPT-loss_of_appetite___1
1,True,SYMPT-loss_of_appetite___2
2,False,SYMPT-loss_of_taste_lost_of_smel___1
1,True,SYMPT-loss_of_taste_lost_of_smel___2
1,True,SYMPT-muscle_aches_myalgia___1
1,True,SYMPT-muscle_aches_myalgia___2
1,True,SYMPT-nausea_vomiting___2
1,True,SYMPT-shortness_of_breath_dyspne___1
1,True,SYMPT-shortness_of_breath_dyspne___2
1,True,SYMPT-skin_rash___2
1,True,SYMPT-sore_throat___1
1,True,SYMPT-sore_throat___2
3,False,HHX-OTHER-hypo
4,False,HHX-Obesity
5,False,HHX-Other
1,True,SUBST-1
