1,True,age
2,False,MED-Cardiovascular-agents
1,True,SYMPT-chest_pain___1
1,True,SYMPT-cough___1
4,False,SYMPT-diarrhea___1
1,True,SYMPT-dizziness___1
1,True,SYMPT-extremity_weakness_or_numb___1
1,True,SYMPT-fatigue___1
3,False,SYMPT-fever_38_0oc___1
1,True,SYMPT-headache___1
1,True,SYMPT-joint_pain_arthralgia___1
5,False,SYMPT-loss_of_taste_lost_of_smel___1
1,True,SYMPT-shortness_of_breath_dyspne___1
1,True,SYMPT-sore_throat___1
1,True,HHX-Arterial Hypertension
1,True,HHX-Obesity
1,True,HHX-OTHER-Sleep-disorder
