mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf,param_clf__max_depth,param_clf__n_estimators,param_clf__random_state,param_clf__max_iter,param_clf__learning_rate,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_balanced_accuracy,split1_test_balanced_accuracy,split2_test_balanced_accuracy,split3_test_balanced_accuracy,split4_test_balanced_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_sensitivity,split1_test_sensitivity,split2_test_sensitivity,split3_test_sensitivity,split4_test_sensitivity,mean_test_sensitivity,std_test_sensitivity,rank_test_sensitivity,split0_test_specificity,split1_test_specificity,split2_test_specificity,split3_test_specificity,split4_test_specificity,mean_test_specificity,std_test_specificity,rank_test_specificity,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_NPV,split1_test_NPV,split2_test_NPV,split3_test_NPV,split4_test_NPV,mean_test_NPV,std_test_NPV,rank_test_NPV,split0_test_PPV,split1_test_PPV,split2_test_PPV,split3_test_PPV,split4_test_PPV,mean_test_PPV,std_test_PPV,rank_test_PPV,cv,Title
0.1591641426086426,0.005166676447068248,0.02560591697692871,0.0008589409499453583,RandomForestClassifier(),3,100,42,,,"{'clf': RandomForestClassifier(), 'clf__max_depth': 3, 'clf__n_estimators': 100, 'clf__random_state': 42}",0.6586768935762224,0.660594439117929,0.6644295302013423,0.6682646212847555,0.6625119846596357,0.6628954937679771,0.0032990700928255652,18,0.5753511961722488,0.5767405245132967,0.5851395560867599,0.586733169375043,0.5839424307199608,0.5815813753734618,0.004626557763651815,40,0.7023866028708134,0.7225848714000046,0.7215754552907194,0.7318420024363896,0.7094605465787114,0.7175698957153276,0.010403667083380856,15,0.2674897119341564,0.2716049382716049,0.3110236220472441,0.3024193548387097,0.3125,0.293007525418343,0.019505631892784092,40,0.15550239234449761,0.15827338129496402,0.18944844124700239,0.17985611510791366,0.19184652278177458,0.17498537055523047,0.015336753540006638,40,0.15550239234449761,0.15827338129496402,0.18944844124700239,0.17985611510791366,0.19184652278177458,0.17498537055523047,0.015336753540006638,40,0.9952,0.9952076677316294,0.9808306709265175,0.9936102236421726,0.9760383386581469,0.9881773801916933,0.008118970208145861,2,0.9558823529411765,0.9565217391304348,0.8681318681318682,0.9493670886075949,0.8421052631578947,0.9144016623937938,0.04916297954033799,2,0.637948717948718,0.6396303901437371,0.6449579831932774,0.6452282157676349,0.6445147679324894,0.6424560149971713,0.0030490420826911144,40,0.9558823529411765,0.9565217391304348,0.8681318681318682,0.9493670886075949,0.8421052631578947,0.9144016623937938,0.04916297954033799,2,5,T85_Full
1.5051867961883545,0.24489692738659805,0.09654011726379394,0.017368435213613056,RandomForestClassifier(),3,1000,42,,,"{'clf': RandomForestClassifier(), 'clf__max_depth': 3, 'clf__n_estimators': 1000, 'clf__random_state': 42}",0.6577181208053692,0.6577181208053692,0.6577181208053692,0.6625119846596357,0.6596356663470757,0.6590604026845638,0.001878803254291968,24,0.5737588516746411,0.5735437209337961,0.5755453145470844,0.5795389247707265,0.5771427586365413,0.575905914112558,0.0022382321859716046,41,0.7054813397129186,0.7210717049363704,0.728359804169444,0.7321101585185525,0.7100964595735552,0.7194238933821682,0.010246003434519417,14,0.2608695652173913,0.2639175257731959,0.2787878787878788,0.2816326530612245,0.2799188640973631,0.2730252973874107,0.008780985211729504,41,0.1507177033492823,0.15347721822541965,0.16546762589928057,0.16546762589928057,0.16546762589928057,0.1601195598545087,0.006607889819301209,41,0.1507177033492823,0.15347721822541965,0.16546762589928057,0.16546762589928057,0.16546762589928057,0.1601195598545087,0.006607889819301209,41,0.9968,0.9936102236421726,0.9856230031948882,0.9936102236421726,0.9888178913738019,0.9916922683706071,0.003963434120514925,1,0.9692307692307692,0.9411764705882353,0.8846153846153846,0.9452054794520548,0.9078947368421053,0.9296245681457098,0.029808973756631028,1,0.6370143149284253,0.637948717948718,0.6393782383419689,0.6412371134020619,0.640124095139607,0.6391404959521563,0.0015073668493017463,41,0.9692307692307692,0.9411764705882353,0.8846153846153846,0.9452054794520548,0.9078947368421053,0.9296245681457098,0.029808973756631028,1,5,T85_Full
0.19542903900146485,0.03027528108943247,0.026629924774169922,0.0043537139354658345,RandomForestClassifier(),6,100,42,,,"{'clf': RandomForestClassifier(), 'clf__max_depth': 6, 'clf__n_estimators': 100, 'clf__random_state': 42}",0.6692233940556088,0.6826462128475551,0.6788111217641419,0.675934803451582,0.6701821668264621,0.6753595397890699,0.005095045160339947,13,0.5924708133971291,0.6087219681124111,0.6067280361014702,0.601929957631339,0.5991392189762567,0.6017979988437212,0.00576766035159731,38,0.7175502392344497,0.743162019904843,0.7412542809203118,0.7397449452578513,0.7219163965951839,0.732725576382528,0.010752292026615661,7,0.33268858800773693,0.3766478342749529,0.3807763401109057,0.36466165413533835,0.3722627737226277,0.3654074380503124,0.017208280720464295,38,0.20574162679425836,0.23980815347721823,0.24700239808153476,0.23261390887290168,0.2446043165467626,0.23395408075453514,0.014937837153160034,38,0.20574162679425836,0.23980815347721823,0.24700239808153476,0.23261390887290168,0.2446043165467626,0.23395408075453514,0.014937837153160034,38,0.9792,0.9776357827476039,0.9664536741214057,0.9712460063897763,0.9536741214057508,0.9696419169329074,0.009197470650006194,4,0.8686868686868687,0.8771929824561403,0.8306451612903226,0.8434782608695652,0.7786259541984732,0.8397258455002741,0.034848998205401945,4,0.6483050847457628,0.658772874058127,0.6583242655059848,0.6551724137931034,0.6546052631578947,0.6550359802521746,0.0037493007580619974,38,0.8686868686868687,0.8771929824561403,0.8306451612903226,0.8434782608695652,0.7786259541984732,0.8397258455002741,0.034848998205401945,4,5,T85_Full
2.0883373737335207,0.22573344888178346,0.14964022636413574,0.006384310547539355,RandomForestClassifier(),6,1000,42,,,"{'clf': RandomForestClassifier(), 'clf__max_depth': 6, 'clf__n_estimators': 1000, 'clf__random_state': 42}",0.6720997123681688,0.6778523489932886,0.6807286673058485,0.6778523489932886,0.6663470757430489,0.6749760306807286,0.005145314617449184,14,0.5948708133971292,0.6023264455528229,0.6079251614682695,0.6043280391661112,0.59474337462937,0.6008387668427406,0.005241669059442814,39,0.718380861244019,0.7454930624190743,0.7427157315681001,0.7418901939151554,0.7227017108358041,0.7342363119964306,0.01132818818057644,4,0.3346303501945525,0.35877862595419846,0.37988826815642457,0.3707865168539326,0.3626373626373626,0.3613442247592942,0.015198184250602324,39,0.20574162679425836,0.22541966426858512,0.2446043165467626,0.23741007194244604,0.23741007194244604,0.23011715029889962,0.013656382531412587,39,0.20574162679425836,0.22541966426858512,0.2446043165467626,0.23741007194244604,0.23741007194244604,0.23011715029889962,0.013656382531412587,39,0.984,0.9792332268370607,0.9712460063897763,0.9712460063897763,0.952076677316294,0.9715603833865813,0.010894301777810256,3,0.8958333333333334,0.8785046728971962,0.85,0.8461538461538461,0.7674418604651163,0.8475867425698984,0.044078863567860976,3,0.6494192185850053,0.6549145299145299,0.6587215601300108,0.6565874730021598,0.6520787746170679,0.6543443112497547,0.003283486735871765,39,0.8958333333333334,0.8785046728971962,0.85,0.8461538461538461,0.7674418604651163,0.8475867425698984,0.044078863567860976,3,5,T85_Full
0.2517969608306885,0.03787157918865344,0.033028364181518555,0.005011117116777684,RandomForestClassifier(),10,100,42,,,"{'clf': RandomForestClassifier(), 'clf__max_depth': 10, 'clf__n_estimators': 100, 'clf__random_state': 42}",0.6768935762224353,0.6912751677852349,0.6883988494726749,0.6836049856184084,0.6644295302013423,0.6809204218600191,0.009576215523822623,6,0.6087751196172249,0.626318753304066,0.6215206748339348,0.6191283395009232,0.6007519862704086,0.6152989747053115,0.009262663389430714,32,0.7249224880382776,0.7514327196389853,0.7435336076186974,0.7458493269282338,0.7250135993441669,0.7381503483136722,0.011065492320084786,2,0.39713774597495527,0.43902439024390244,0.4247787610619469,0.4290657439446367,0.40273037542662116,0.4185474033304125,0.015983266883198993,36,0.26555023923444976,0.302158273381295,0.28776978417266186,0.2973621103117506,0.2829736211031175,0.28716280564065494,0.012758609526315147,36,0.26555023923444976,0.302158273381295,0.28776978417266186,0.2973621103117506,0.2829736211031175,0.28716280564065494,0.012758609526315147,36,0.952,0.950479233226837,0.9552715654952076,0.9408945686900958,0.9185303514376997,0.9434351437699681,0.013340015297030916,6,0.7872340425531915,0.802547770700637,0.8108108108108109,0.7701863354037267,0.6982248520710059,0.7738007623078744,0.040252625976075464,6,0.6596452328159645,0.6715575620767494,0.6681564245810055,0.6678004535147393,0.6578947368421053,0.6650108819661129,0.005290838883701529,37,0.7872340425531915,0.802547770700637,0.8108108108108109,0.7701863354037267,0.6982248520710059,0.7738007623078744,0.040252625976075464,6,5,T85_Full
2.94933180809021,0.24880989465260367,0.17808899879455567,0.028830954709838742,RandomForestClassifier(),10,1000,42,,,"{'clf': RandomForestClassifier(), 'clf__max_depth': 10, 'clf__n_estimators': 1000, 'clf__random_state': 42}",0.6797698945349953,0.6893576222435283,0.6912751677852349,0.6816874400767018,0.6711409395973155,0.6826462128475551,0.007225865266123385,2,0.6107789473684211,0.6227197156013209,0.6247174784134354,0.6159296205208358,0.6067433593061653,0.6161778242420356,0.006840184809398509,30,0.7248459330143541,0.7533672742317329,0.7494828418415428,0.746383723691973,0.7284862206081779,0.7405131986775562,0.011578050229890061,1,0.3971119133574007,0.4275618374558304,0.43109540636042404,0.4195804195804196,0.40963855421686746,0.41699762619418845,0.01238239316341266,37,0.2631578947368421,0.290167865707434,0.29256594724220625,0.28776978417266186,0.2853717026378897,0.28380663889940677,0.010599219495801457,37,0.2631578947368421,0.290167865707434,0.29256594724220625,0.28776978417266186,0.2853717026378897,0.28380663889940677,0.010599219495801457,37,0.9584,0.9552715654952076,0.9568690095846646,0.9440894568690096,0.9281150159744409,0.9485490095846647,0.01139203998781409,5,0.8088235294117647,0.8120805369127517,0.8187919463087249,0.7741935483870968,0.725609756097561,0.7878998634235798,0.034769947070204206,5,0.6604189636163176,0.668903803131991,0.6700223713646533,0.6655405405405406,0.6609783845278726,0.665172812636275,0.003943755606317282,36,0.8088235294117647,0.8120805369127517,0.8187919463087249,0.7741935483870968,0.725609756097561,0.7878998634235798,0.034769947070204206,5,5,T85_Full
0.45880937576293945,0.22029263610807956,0.05009183883666992,0.015104418404339121,RandomForestClassifier(),15,100,42,,,"{'clf': RandomForestClassifier(), 'clf__max_depth': 15, 'clf__n_estimators': 100, 'clf__random_state': 42}",0.6749760306807286,0.6912751677852349,0.6931927133269415,0.6788111217641419,0.6682646212847555,0.6813039309683605,0.009560844381451909,5,0.623022009569378,0.639128952429111,0.6323197033427571,0.6195382352265153,0.6123535676251332,0.625272493638579,0.00944996997086566,22,0.7237703349282297,0.7372453474919745,0.7390898782571387,0.7398100688778052,0.722563801993549,0.7324958863097393,0.007672247698532719,8,0.4711388455538221,0.4952978056426332,0.4612794612794613,0.4462809917355372,0.44551282051282054,0.4639019849448549,0.018404391374492304,34,0.361244019138756,0.37889688249400477,0.328537170263789,0.3237410071942446,0.3333333333333333,0.3451504824848255,0.021315882458163384,34,0.361244019138756,0.37889688249400477,0.328537170263789,0.3237410071942446,0.3333333333333333,0.3451504824848255,0.021315882458163384,34,0.8848,0.8993610223642172,0.9361022364217252,0.9153354632587859,0.8913738019169329,0.9053945047923323,0.018433144517561697,8,0.6771300448430493,0.7149321266968326,0.7740112994350282,0.7180851063829787,0.6714975845410628,0.7111312323797903,0.03672495824108086,8,0.6743902439024391,0.6849148418491484,0.6766743648960739,0.6701754385964912,0.6674641148325359,0.6747238008153377,0.006019367362817028,34,0.6771300448430493,0.7149321266968326,0.7740112994350282,0.7180851063829787,0.6714975845410628,0.7111312323797903,0.03672495824108086,8,5,T85_Full
3.641027307510376,0.42587999091043877,0.26774134635925295,0.02130942522082605,RandomForestClassifier(),15,1000,42,,,"{'clf': RandomForestClassifier(), 'clf__max_depth': 15, 'clf__n_estimators': 1000, 'clf__random_state': 42}",0.673058485139022,0.6970278044103547,0.6893576222435283,0.6797698945349953,0.6711409395973155,0.6820709491850432,0.009826368533322296,4,0.621422009569378,0.6415193723615357,0.6275235402732127,0.621137594716559,0.6163510086499491,0.6255907051141268,0.008718239472952638,21,0.7244918660287081,0.7481075842201639,0.742876625217398,0.7411795802974234,0.7270803165774091,0.7367471944682205,0.009272712915647937,3,0.46967340590979784,0.49032258064516127,0.45084745762711864,0.4506578947368421,0.4546899841017488,0.46323826460413364,0.015230509657402046,35,0.361244019138756,0.3645083932853717,0.31894484412470026,0.328537170263789,0.34292565947242204,0.3432320172570078,0.01779334454616899,35,0.361244019138756,0.3645083932853717,0.31894484412470026,0.328537170263789,0.34292565947242204,0.3432320172570078,0.01779334454616899,35,0.8816,0.9185303514376997,0.9361022364217252,0.9137380191693291,0.889776357827476,0.9079493929712459,0.01981210330059373,7,0.6711111111111111,0.7487684729064039,0.7687861271676301,0.7172774869109948,0.6745283018867925,0.7160942999965865,0.03897858293578143,7,0.6735941320293398,0.6845238095238095,0.6735632183908046,0.6713615023474179,0.6702767749699158,0.6746638874522575,0.005093651256577458,35,0.6711111111111111,0.7487684729064039,0.7687861271676301,0.7172774869109948,0.6745283018867925,0.7160942999965865,0.03897858293578143,7,5,T85_Full
0.5573792457580566,0.008627547742625054,0.0604459285736084,0.0032285164689460394,RandomForestClassifier(),,100,42,,,"{'clf': RandomForestClassifier(), 'clf__max_depth': None, 'clf__n_estimators': 100, 'clf__random_state': 42}",0.6519654841802492,0.6836049856184084,0.6500479386385427,0.6720997123681688,0.6567593480345159,0.6628954937679771,0.01292886506695116,18,0.61333014354067,0.651954474758851,0.6123899602362839,0.6399678978861639,0.6255870702798784,0.6286459093403695,0.015360089232830571,16,0.6986200956937799,0.7109813746446932,0.6876115720841856,0.7068402785758613,0.6826104611518453,0.697332756430073,0.010858935511799046,23,0.4908835904628331,0.555256064690027,0.49235048678720444,0.5390835579514824,0.5226666666666666,0.5200480733116427,0.025402884571048955,28,0.41866028708133973,0.4940047961630695,0.4244604316546763,0.47961630695443647,0.47002398081534774,0.457353160533774,0.030260898329621224,28,0.41866028708133973,0.4940047961630695,0.4244604316546763,0.47961630695443647,0.47002398081534774,0.457353160533774,0.030260898329621224,28,0.808,0.8099041533546326,0.8003194888178914,0.8003194888178914,0.7811501597444089,0.799938658146965,0.01017441952573442,18,0.5932203389830508,0.6338461538461538,0.5860927152317881,0.6153846153846154,0.5885885885885885,0.6034264824068394,0.018401854775090112,19,0.6751336898395722,0.7061281337047354,0.6761133603238867,0.6977715877437326,0.6887323943661972,0.6887758331956249,0.012070411048135653,25,0.5932203389830508,0.6338461538461538,0.5860927152317881,0.6153846153846154,0.5885885885885885,0.6034264824068394,0.018401854775090112,19,5,T85_Full
5.4475452423095705,0.14686582187239047,0.44486360549926757,0.02064023298654693,RandomForestClassifier(),,1000,42,,,"{'clf': RandomForestClassifier(), 'clf__max_depth': None, 'clf__n_estimators': 1000, 'clf__random_state': 42}",0.6490891658676894,0.6749760306807286,0.6701821668264621,0.6682646212847555,0.6462128475551294,0.661744966442953,0.011748781347681979,22,0.6097416267942584,0.6415634265750338,0.6331663104021574,0.6367730097072501,0.6160004903425502,0.62744897276425,0.012356870736703229,18,0.6989933014354066,0.7102362838163974,0.6967499482841841,0.7082059591943058,0.6837616169045595,0.6995894219269707,0.009450267346566538,22,0.48450704225352115,0.5387755102040817,0.520891364902507,0.5361930294906166,0.512549537648613,0.5185832968998679,0.019599758770812076,29,0.41148325358851673,0.4748201438848921,0.44844124700239807,0.47961630695443647,0.46522781774580335,0.4559177538352094,0.02464111209401442,29,0.41148325358851673,0.4748201438848921,0.44844124700239807,0.47961630695443647,0.46522781774580335,0.4559177538352094,0.02464111209401442,29,0.808,0.8083067092651757,0.8178913738019169,0.7939297124600639,0.7667731629392971,0.7989801916932908,0.01782567654985309,19,0.589041095890411,0.6226415094339622,0.6212624584717608,0.60790273556231,0.5705882352941176,0.6022872069305123,0.019930761268761355,20,0.6724367509986684,0.6979310344827586,0.6900269541778976,0.696078431372549,0.6827880512091038,0.6878522444481956,0.0093516310207252,27,0.589041095890411,0.6226415094339622,0.6212624584717608,0.60790273556231,0.5705882352941176,0.6022872069305123,0.019930761268761355,20,5,T85_Full
