date,MainDataset,Title,RunType,Site,classifier,cv,param_clf,param_clf__max_depth,param_clf__n_estimators,param_clf__random_state,param_clf__max_iter,param_clf__learning_rate,mean_test_accuracy,mean_test_balanced_accuracy,mean_test_roc_auc,mean_test_f1,mean_test_recall,mean_test_sensitivity,mean_test_specificity,mean_test_precision,mean_test_NPV,mean_test_PPV
2024-04-27 23:43:52.440679,T81,T81_HoldoutVal,HoldoutVal_Site,LDN,RandomForestClassifier,5,RandomForestClassifier(),3,100,42,,,0.9,0.7357142857142857,0.9714285714285715,0.5333333333333333,0.5,0.5,0.9714285714285715,0.6,0.9178571428571429,0.6
2024-04-27 23:43:52.440679,T81,T81_HoldoutVal,HoldoutVal_Site,LDN,RandomForestClassifier,5,RandomForestClassifier(),3,1000,42,,,0.9,0.7357142857142857,0.9714285714285715,0.5333333333333333,0.5,0.5,0.9714285714285715,0.6,0.9178571428571429,0.6
2024-04-27 23:43:52.440679,T81,T81_HoldoutVal,HoldoutVal_Site,LDN,RandomForestClassifier,5,RandomForestClassifier(),6,100,42,,,0.9,0.7357142857142857,0.9714285714285715,0.5333333333333333,0.5,0.5,0.9714285714285715,0.6,0.9178571428571429,0.6
2024-04-27 23:43:52.440679,T81,T81_HoldoutVal,HoldoutVal_Site,LDN,RandomForestClassifier,5,RandomForestClassifier(),6,1000,42,,,0.9,0.7357142857142857,0.9714285714285715,0.5333333333333333,0.5,0.5,0.9714285714285715,0.6,0.9178571428571429,0.6
2024-04-27 23:43:52.440679,T81,T81_HoldoutVal,HoldoutVal_Site,LDN,RandomForestClassifier,5,RandomForestClassifier(),10,100,42,,,0.9,0.7357142857142857,0.9714285714285715,0.5333333333333333,0.5,0.5,0.9714285714285715,0.6,0.9178571428571429,0.6
2024-04-27 23:43:52.440679,T81,T81_HoldoutVal,HoldoutVal_Site,LDN,RandomForestClassifier,5,RandomForestClassifier(),10,1000,42,,,0.9,0.7357142857142857,0.9714285714285715,0.5333333333333333,0.5,0.5,0.9714285714285715,0.6,0.9178571428571429,0.6
2024-04-27 23:43:52.440679,T81,T81_HoldoutVal,HoldoutVal_Site,LDN,RandomForestClassifier,5,RandomForestClassifier(),15,100,42,,,0.9,0.7357142857142857,0.9714285714285715,0.5333333333333333,0.5,0.5,0.9714285714285715,0.6,0.9178571428571429,0.6
2024-04-27 23:43:52.440679,T81,T81_HoldoutVal,HoldoutVal_Site,LDN,RandomForestClassifier,5,RandomForestClassifier(),15,1000,42,,,0.9,0.7357142857142857,0.9714285714285715,0.5333333333333333,0.5,0.5,0.9714285714285715,0.6,0.9178571428571429,0.6
2024-04-27 23:43:52.440679,T81,T81_HoldoutVal,HoldoutVal_Site,LDN,RandomForestClassifier,5,RandomForestClassifier(),,100,42,,,0.9,0.7357142857142857,0.9714285714285715,0.5333333333333333,0.5,0.5,0.9714285714285715,0.6,0.9178571428571429,0.6
2024-04-27 23:43:52.440679,T81,T81_HoldoutVal,HoldoutVal_Site,LDN,RandomForestClassifier,5,RandomForestClassifier(),,1000,42,,,0.9,0.7357142857142857,0.9714285714285715,0.5333333333333333,0.5,0.5,0.9714285714285715,0.6,0.9178571428571429,0.6
2024-04-27 23:43:52.440679,T81,T81_HoldoutVal,HoldoutVal_Site,LDN,LogisticRegression,5,LogisticRegression(),,,,1000,,0.8777777777777779,0.7357142857142858,1.0,0.4666666666666666,0.5,0.5,0.9714285714285715,0.5,0.9,0.5
2024-04-27 23:43:52.440679,T81,T81_HoldoutVal,HoldoutVal_Site,LDN,XGBClassifier,5,"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device='cpu', early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=None, max_bin=None,
              max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=None, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=None, n_jobs=None,
              num_parallel_tree=None, random_state=None, ...)",3,100,42,,0.1,0.8555555555555555,0.6690476190476191,0.9547619047619047,0.36,0.4,0.4,0.9380952380952381,0.3333333333333333,0.9019841269841269,0.3333333333333333
2024-04-27 23:43:52.440679,T81,T81_HoldoutVal,HoldoutVal_Site,LDN,XGBClassifier,5,"XGBClassifier(base_score=None, booster=None, callbacks=None,
              colsample_bylevel=None, colsample_bynode=None,
              colsample_bytree=None, device='cpu', early_stopping_rounds=None,
              enable_categorical=False, eval_metric=None, feature_types=None,
              gamma=None, grow_policy=None, importance_type=None,
              interaction_constraints=None, learning_rate=None, max_bin=None,
              max_cat_threshold=None, max_cat_to_onehot=None,
              max_delta_step=None, max_depth=None, max_leaves=None,
              min_child_weight=None, missing=nan, monotone_constraints=None,
              multi_strategy=None, n_estimators=None, n_jobs=None,
              num_parallel_tree=None, random_state=None, ...)",3,1000,42,,0.1,0.8555555555555555,0.6690476190476191,0.9547619047619047,0.36,0.4,0.4,0.9380952380952381,0.3333333333333333,0.9019841269841269,0.3333333333333333
