date,MainDataset,Title,RunType,Site,classifier,cv,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf,param_clf__max_depth,param_clf__n_estimators,param_clf__random_state,param_clf__max_iter,param_clf__learning_rate,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_balanced_accuracy,split1_test_balanced_accuracy,split2_test_balanced_accuracy,split3_test_balanced_accuracy,split4_test_balanced_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_sensitivity,split1_test_sensitivity,split2_test_sensitivity,split3_test_sensitivity,split4_test_sensitivity,mean_test_sensitivity,std_test_sensitivity,rank_test_sensitivity,split0_test_specificity,split1_test_specificity,split2_test_specificity,split3_test_specificity,split4_test_specificity,mean_test_specificity,std_test_specificity,rank_test_specificity,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_NPV,split1_test_NPV,split2_test_NPV,split3_test_NPV,split4_test_NPV,mean_test_NPV,std_test_NPV,rank_test_NPV,split0_test_PPV,split1_test_PPV,split2_test_PPV,split3_test_PPV,split4_test_PPV,mean_test_PPV,std_test_PPV,rank_test_PPV,FeatureSet
2024-04-27 23:43:52.440679,T81,T81_HoldoutVal,HoldoutVal_Site,LDN,RandomForestClassifier,5,0.08853974342346191,0.014742165316867418,0.018608283996582032,0.0034775513194921447,RandomForestClassifier(),3,100,42,,,"{'clf': RandomForestClassifier(), 'clf__max_depth': 3, 'clf__n_estimators': 100, 'clf__random_state': 42}",1.0,0.875,0.875,0.75,1.0,0.9,0.09354143466934853,1,1.0,0.75,0.5,0.42857142857142855,1.0,0.7357142857142857,0.2407471363764674,2,1.0,1.0,1.0,0.8571428571428572,1.0,0.9714285714285715,0.05714285714285712,2,1.0,0.6666666666666666,0.0,0.0,1.0,0.5333333333333333,0.45215533220835125,1,1.0,0.5,0.0,0.0,1.0,0.5,0.4472135954999579,1,1.0,0.5,0.0,0.0,1.0,0.5,0.4472135954999579,1,1.0,1.0,1.0,0.8571428571428571,1.0,0.9714285714285715,0.05714285714285716,1,1.0,1.0,0.0,0.0,1.0,0.6,0.48989794855663565,1,1.0,0.8571428571428571,0.875,0.8571428571428571,1.0,0.9178571428571429,0.06738557951469006,1,1.0,1.0,0.0,0.0,1.0,0.6,0.48989794855663565,1,FS_T81_Boruta_T1000_itrr500_th100_topR5_MD5
2024-04-27 23:43:52.440679,T81,T81_HoldoutVal,HoldoutVal_Site,LDN,RandomForestClassifier,5,0.9496423721313476,0.015690818660224273,0.08226299285888672,0.0017690200362736426,RandomForestClassifier(),3,1000,42,,,"{'clf': RandomForestClassifier(), 'clf__max_depth': 3, 'clf__n_estimators': 1000, 'clf__random_state': 42}",1.0,0.875,0.875,0.75,1.0,0.9,0.09354143466934853,1,1.0,0.75,0.5,0.42857142857142855,1.0,0.7357142857142857,0.2407471363764674,2,1.0,1.0,1.0,0.8571428571428572,1.0,0.9714285714285715,0.05714285714285712,2,1.0,0.6666666666666666,0.0,0.0,1.0,0.5333333333333333,0.45215533220835125,1,1.0,0.5,0.0,0.0,1.0,0.5,0.4472135954999579,1,1.0,0.5,0.0,0.0,1.0,0.5,0.4472135954999579,1,1.0,1.0,1.0,0.8571428571428571,1.0,0.9714285714285715,0.05714285714285716,1,1.0,1.0,0.0,0.0,1.0,0.6,0.48989794855663565,1,1.0,0.8571428571428571,0.875,0.8571428571428571,1.0,0.9178571428571429,0.06738557951469006,1,1.0,1.0,0.0,0.0,1.0,0.6,0.48989794855663565,1,FS_T81_Boruta_T1000_itrr500_th100_topR5_MD5
2024-04-27 23:43:52.440679,T81,T81_HoldoutVal,HoldoutVal_Site,LDN,RandomForestClassifier,5,0.09653296470642089,0.00033952455132309087,0.02046365737915039,0.00014740604593671232,RandomForestClassifier(),6,100,42,,,"{'clf': RandomForestClassifier(), 'clf__max_depth': 6, 'clf__n_estimators': 100, 'clf__random_state': 42}",1.0,0.875,0.875,0.75,1.0,0.9,0.09354143466934853,1,1.0,0.75,0.5,0.42857142857142855,1.0,0.7357142857142857,0.2407471363764674,2,1.0,1.0,1.0,0.8571428571428571,1.0,0.9714285714285715,0.05714285714285716,2,1.0,0.6666666666666666,0.0,0.0,1.0,0.5333333333333333,0.45215533220835125,1,1.0,0.5,0.0,0.0,1.0,0.5,0.4472135954999579,1,1.0,0.5,0.0,0.0,1.0,0.5,0.4472135954999579,1,1.0,1.0,1.0,0.8571428571428571,1.0,0.9714285714285715,0.05714285714285716,1,1.0,1.0,0.0,0.0,1.0,0.6,0.48989794855663565,1,1.0,0.8571428571428571,0.875,0.8571428571428571,1.0,0.9178571428571429,0.06738557951469006,1,1.0,1.0,0.0,0.0,1.0,0.6,0.48989794855663565,1,FS_T81_Boruta_T1000_itrr500_th100_topR5_MD5
2024-04-27 23:43:52.440679,T81,T81_HoldoutVal,HoldoutVal_Site,LDN,RandomForestClassifier,5,0.8927424430847168,0.16210303458532074,0.074871826171875,0.016173060084418076,RandomForestClassifier(),6,1000,42,,,"{'clf': RandomForestClassifier(), 'clf__max_depth': 6, 'clf__n_estimators': 1000, 'clf__random_state': 42}",1.0,0.875,0.875,0.75,1.0,0.9,0.09354143466934853,1,1.0,0.75,0.5,0.42857142857142855,1.0,0.7357142857142857,0.2407471363764674,2,1.0,1.0,1.0,0.8571428571428572,1.0,0.9714285714285715,0.05714285714285712,2,1.0,0.6666666666666666,0.0,0.0,1.0,0.5333333333333333,0.45215533220835125,1,1.0,0.5,0.0,0.0,1.0,0.5,0.4472135954999579,1,1.0,0.5,0.0,0.0,1.0,0.5,0.4472135954999579,1,1.0,1.0,1.0,0.8571428571428571,1.0,0.9714285714285715,0.05714285714285716,1,1.0,1.0,0.0,0.0,1.0,0.6,0.48989794855663565,1,1.0,0.8571428571428571,0.875,0.8571428571428571,1.0,0.9178571428571429,0.06738557951469006,1,1.0,1.0,0.0,0.0,1.0,0.6,0.48989794855663565,1,FS_T81_Boruta_T1000_itrr500_th100_topR5_MD5
2024-04-27 23:43:52.440679,T81,T81_HoldoutVal,HoldoutVal_Site,LDN,RandomForestClassifier,5,0.09825572967529297,0.0029659961135850166,0.02000269889831543,0.0009448046519173361,RandomForestClassifier(),10,100,42,,,"{'clf': RandomForestClassifier(), 'clf__max_depth': 10, 'clf__n_estimators': 100, 'clf__random_state': 42}",1.0,0.875,0.875,0.75,1.0,0.9,0.09354143466934853,1,1.0,0.75,0.5,0.42857142857142855,1.0,0.7357142857142857,0.2407471363764674,2,1.0,1.0,1.0,0.8571428571428571,1.0,0.9714285714285715,0.05714285714285716,2,1.0,0.6666666666666666,0.0,0.0,1.0,0.5333333333333333,0.45215533220835125,1,1.0,0.5,0.0,0.0,1.0,0.5,0.4472135954999579,1,1.0,0.5,0.0,0.0,1.0,0.5,0.4472135954999579,1,1.0,1.0,1.0,0.8571428571428571,1.0,0.9714285714285715,0.05714285714285716,1,1.0,1.0,0.0,0.0,1.0,0.6,0.48989794855663565,1,1.0,0.8571428571428571,0.875,0.8571428571428571,1.0,0.9178571428571429,0.06738557951469006,1,1.0,1.0,0.0,0.0,1.0,0.6,0.48989794855663565,1,FS_T81_Boruta_T1000_itrr500_th100_topR5_MD5
2024-04-27 23:43:52.440679,T81,T81_HoldoutVal,HoldoutVal_Site,LDN,RandomForestClassifier,5,0.7191458702087402,0.19250602651176452,0.05820069313049316,0.02077045579930311,RandomForestClassifier(),10,1000,42,,,"{'clf': RandomForestClassifier(), 'clf__max_depth': 10, 'clf__n_estimators': 1000, 'clf__random_state': 42}",1.0,0.875,0.875,0.75,1.0,0.9,0.09354143466934853,1,1.0,0.75,0.5,0.42857142857142855,1.0,0.7357142857142857,0.2407471363764674,2,1.0,1.0,1.0,0.8571428571428571,1.0,0.9714285714285715,0.05714285714285716,2,1.0,0.6666666666666666,0.0,0.0,1.0,0.5333333333333333,0.45215533220835125,1,1.0,0.5,0.0,0.0,1.0,0.5,0.4472135954999579,1,1.0,0.5,0.0,0.0,1.0,0.5,0.4472135954999579,1,1.0,1.0,1.0,0.8571428571428571,1.0,0.9714285714285715,0.05714285714285716,1,1.0,1.0,0.0,0.0,1.0,0.6,0.48989794855663565,1,1.0,0.8571428571428571,0.875,0.8571428571428571,1.0,0.9178571428571429,0.06738557951469006,1,1.0,1.0,0.0,0.0,1.0,0.6,0.48989794855663565,1,FS_T81_Boruta_T1000_itrr500_th100_topR5_MD5
2024-04-27 23:43:52.440679,T81,T81_HoldoutVal,HoldoutVal_Site,LDN,RandomForestClassifier,5,0.09783592224121093,0.0018511780336006869,0.019724369049072266,0.0006347466149887915,RandomForestClassifier(),15,100,42,,,"{'clf': RandomForestClassifier(), 'clf__max_depth': 15, 'clf__n_estimators': 100, 'clf__random_state': 42}",1.0,0.875,0.875,0.75,1.0,0.9,0.09354143466934853,1,1.0,0.75,0.5,0.42857142857142855,1.0,0.7357142857142857,0.2407471363764674,2,1.0,1.0,1.0,0.8571428571428571,1.0,0.9714285714285715,0.05714285714285716,2,1.0,0.6666666666666666,0.0,0.0,1.0,0.5333333333333333,0.45215533220835125,1,1.0,0.5,0.0,0.0,1.0,0.5,0.4472135954999579,1,1.0,0.5,0.0,0.0,1.0,0.5,0.4472135954999579,1,1.0,1.0,1.0,0.8571428571428571,1.0,0.9714285714285715,0.05714285714285716,1,1.0,1.0,0.0,0.0,1.0,0.6,0.48989794855663565,1,1.0,0.8571428571428571,0.875,0.8571428571428571,1.0,0.9178571428571429,0.06738557951469006,1,1.0,1.0,0.0,0.0,1.0,0.6,0.48989794855663565,1,FS_T81_Boruta_T1000_itrr500_th100_topR5_MD5
2024-04-27 23:43:52.440679,T81,T81_HoldoutVal,HoldoutVal_Site,LDN,RandomForestClassifier,5,0.9155845165252685,0.06465992787429362,0.07377538681030274,0.016398434102101404,RandomForestClassifier(),15,1000,42,,,"{'clf': RandomForestClassifier(), 'clf__max_depth': 15, 'clf__n_estimators': 1000, 'clf__random_state': 42}",1.0,0.875,0.875,0.75,1.0,0.9,0.09354143466934853,1,1.0,0.75,0.5,0.42857142857142855,1.0,0.7357142857142857,0.2407471363764674,2,1.0,1.0,1.0,0.8571428571428571,1.0,0.9714285714285715,0.05714285714285716,2,1.0,0.6666666666666666,0.0,0.0,1.0,0.5333333333333333,0.45215533220835125,1,1.0,0.5,0.0,0.0,1.0,0.5,0.4472135954999579,1,1.0,0.5,0.0,0.0,1.0,0.5,0.4472135954999579,1,1.0,1.0,1.0,0.8571428571428571,1.0,0.9714285714285715,0.05714285714285716,1,1.0,1.0,0.0,0.0,1.0,0.6,0.48989794855663565,1,1.0,0.8571428571428571,0.875,0.8571428571428571,1.0,0.9178571428571429,0.06738557951469006,1,1.0,1.0,0.0,0.0,1.0,0.6,0.48989794855663565,1,FS_T81_Boruta_T1000_itrr500_th100_topR5_MD5
2024-04-27 23:43:52.440679,T81,T81_HoldoutVal,HoldoutVal_Site,LDN,RandomForestClassifier,5,0.09924063682556153,0.0019359904296067766,0.0193115234375,0.0006224700022346619,RandomForestClassifier(),,100,42,,,"{'clf': RandomForestClassifier(), 'clf__max_depth': None, 'clf__n_estimators': 100, 'clf__random_state': 42}",1.0,0.875,0.875,0.75,1.0,0.9,0.09354143466934853,1,1.0,0.75,0.5,0.42857142857142855,1.0,0.7357142857142857,0.2407471363764674,2,1.0,1.0,1.0,0.8571428571428571,1.0,0.9714285714285715,0.05714285714285716,2,1.0,0.6666666666666666,0.0,0.0,1.0,0.5333333333333333,0.45215533220835125,1,1.0,0.5,0.0,0.0,1.0,0.5,0.4472135954999579,1,1.0,0.5,0.0,0.0,1.0,0.5,0.4472135954999579,1,1.0,1.0,1.0,0.8571428571428571,1.0,0.9714285714285715,0.05714285714285716,1,1.0,1.0,0.0,0.0,1.0,0.6,0.48989794855663565,1,1.0,0.8571428571428571,0.875,0.8571428571428571,1.0,0.9178571428571429,0.06738557951469006,1,1.0,1.0,0.0,0.0,1.0,0.6,0.48989794855663565,1,FS_T81_Boruta_T1000_itrr500_th100_topR5_MD5
2024-04-27 23:43:52.440679,T81,T81_HoldoutVal,HoldoutVal_Site,LDN,RandomForestClassifier,5,0.9132195949554444,0.07881149472300567,0.0748528003692627,0.01640235203581294,RandomForestClassifier(),,1000,42,,,"{'clf': RandomForestClassifier(), 'clf__max_depth': None, 'clf__n_estimators': 1000, 'clf__random_state': 42}",1.0,0.875,0.875,0.75,1.0,0.9,0.09354143466934853,1,1.0,0.75,0.5,0.42857142857142855,1.0,0.7357142857142857,0.2407471363764674,2,1.0,1.0,1.0,0.8571428571428571,1.0,0.9714285714285715,0.05714285714285716,2,1.0,0.6666666666666666,0.0,0.0,1.0,0.5333333333333333,0.45215533220835125,1,1.0,0.5,0.0,0.0,1.0,0.5,0.4472135954999579,1,1.0,0.5,0.0,0.0,1.0,0.5,0.4472135954999579,1,1.0,1.0,1.0,0.8571428571428571,1.0,0.9714285714285715,0.05714285714285716,1,1.0,1.0,0.0,0.0,1.0,0.6,0.48989794855663565,1,1.0,0.8571428571428571,0.875,0.8571428571428571,1.0,0.9178571428571429,0.06738557951469006,1,1.0,1.0,0.0,0.0,1.0,0.6,0.48989794855663565,1,FS_T81_Boruta_T1000_itrr500_th100_topR5_MD5
